cell_mean_mito_area_(pixels_squared),cell_median_mito_area_(pixels_squared),cell_std_mito_area_(pixels_squared),cell_mean_mito_eccentricity,cell_median_mito_eccentricity,cell_std_mito_eccentricity,cell_mean_mito_equi_diameter_(pixels),cell_median_mito_equi_diameter_(pixels),cell_std_mito_equi_diameter_(pixels),cell_mean_mito_euler_number,cell_std_mito_euler_number,cell_mean_mito_extent,cell_median_mito_extent,cell_std_mito_extent,cell_mean_mito_major_axis_(pixels),cell_median_mito_major_axis_(pixels),cell_std_mito_major_axis_(pixels),cell_mean_mito_minor_axis_(pixels),cell_median_mito_minor_axis_(pixels),cell_std_mito_minor_axis_(pixels),cell_mean_mito_orientation_(degrees),cell_median_mito_orientation_(degrees),cell_std_mito_orientation_(degrees),cell_mean_mito_perimeter_(pixels),cell_median_mito_perimeter_(pixels),cell_std_mito_perimeter_(pixels),cell_mean_mito_solidity,cell_median_mito_solidity,cell_std_mito_solidity,cell_mean_mito_centroid_x_(pixels),cell_median_mito_centroid_x_(pixels),cell_std_mito_centroid_x_(pixels),cell_mean_mito_centroid_y_(pixels),cell_median_mito_centroid_y_(pixels),cell_std_mito_centroid_y_(pixels),cell_mean_mito_distance_(pixels),cell_median_mito_distance_(pixels),cell_std_mito_distance_(pixels),cell_mean_mito_weighted_cent_x_(pixels),cell_median_mito_weighted_cent_x_(pixels),cell_std_mito_weighted_cent_x_(pixels),cell_mean_mito_weighted_cent_y_(pixels),cell_median_mito_weighted_cent_y_(pixels),cell_std_mito_weighted_cent_y_(pixels),cell_mean_mito_weighted_distance_(pixels),cell_median_mito_weighted_distance_(pixels),cell_std_mito_weighted_distance_(pixels),cell_mean_mito_form_factor,cell_median_mito_form_factor,cell_std_mito_form_factor,cell_mean_mito_roundness,cell_median_mito_roundness,cell_std_mito_roundness,cell_mean_mito_branch_count,cell_std_mito_branch_count,cell_mean_mito_mean_branch_length_(pixels),cell_median_mito_mean_branch_length_(pixels),cell_std_mito_mean_branch_length_(pixels),cell_mean_mito_total_branch_length_(pixels),cell_median_mito_total_branch_length_(pixels),cell_std_mito_total_branch_length_(pixels),cell_mean_mito_median_branch_length_(pixels),cell_median_mito_median_branch_length_(pixels),cell_std_mito_median_branch_length_(pixels),cell_mean_mito_std_branch_length_(pixels),cell_std_mito_std_branch_length_(degrees),cell_mean_mito_mean_branch_angle_(degrees),cell_median_mito_mean_branch_angle_(degrees),cell_std_mito_mean_branch_angle_(degrees),cell_mean_mito_median_branch_angle_(degrees),cell_median_mito_median_branch_angle_(degrees),cell_std_mito_median_branch_angle_(degrees),cell_mean_mito_std_branch_angle_(degrees),cell_std_mito_std_branch_angle_(degrees),cell_mean_mito_total_density_(pixels),cell_median_mito_total_density_(pixels),cell_std_mito_total_density,cell_mean_mito_average_density_(pixels),cell_median_mito_average_density_(pixels),cell_std_mito_average_density_(pixels),cell_mean_mito_median_density_(pixels),cell_median_mito_median_density,cell_std_mito_median_density_(pixels),cell_kurtosis_x,cell_weighted_kurtosis_x,cell_kurtosis_y,cell_weighted_kurtosis_y,cell_kurtosis_squared,cell_weighted_kurtosis_squared,cell_skewness_x,cell_weighted_skewness_x,cell_skewness_y,cell_weighted_skewness_y,cell_skewness_squared,cell_weighted_skewness_squared,cell_network_orientation_(degrees),cell_network_major_axis_(pixels),cell_network_minor_axis_(pixels),cell_network_eccentricity,cell_network_effective_extent,cell_network_effective_solidity,cell_network_fractal_dimension,label_mmp,label_atp,label_ros,label_respiration,label_mitophagy
1205.814815,432,2139.538321,0.777646996,0.838386704,0.163660571,31.04157681,23.45292057,23.91049174,0.925925926,0.377705149,0.6110942,0.633333333,0.176744549,53.22729992,40.87668574,50.80452344,26.91374297,15.57490899,27.95657349,0.544868195,0.58755151,0.647999408,179.8808641,89.39696962,248.9971348,0.841855232,0.926315789,0.145935844,275.4013185,253.6140351,121.831426,190.1219832,189.8187135,92.31159033,348.8417836,370.0030393,116.9016288,8.111124762,2.643548238,12.62091575,7.238623087,2.079429923,17.6221087,11.53107491,3.296029363,21.33186701,2.356060156,1.723492367,2.239595121,0.501968205,0.497729776,0.241473176,2.148148148,2.771598064,33.27527213,30.5,17.39678654,77.04703534,40.87668574,116.3085291,32.8062946,30.5,17.59024227,4.114605246,8.161507165,19.99291628,17.54522407,37.87946408,20.80389246,20.11219959,38.16374243,10.02932607,19.20998145,5483.538086,1462.139648,11155.6084,3.370702982,2.99175477,0.926799417,3.109618187,2.799999952,0.850105107,-1.330336178,5.896514208,-0.389558657,19.28477046,1.921550294,406.6712515,0.012654795,2.615527289,-0.075315544,4.478667271,0.005832575,26.89944352,27.3665519,472.0066762,413.5555319,0.48201206,0.186680046,0.217763836,1.880691587,0.8199,0.9246,0.546,0.7489,0.3357
1106.6,533,1791.77469,0.827346572,0.901928914,0.162952357,31.64478711,26.04992234,20.1884702,1,0,0.5305895,0.509163697,0.198295782,62.47205453,45.93604975,51.77392437,25.6774581,17.33925461,22.45592111,0.446198066,0.597473111,0.83287039,207.1741864,121.7903679,290.540507,0.794560303,0.816343188,0.16818641,140.8879992,151.9650847,65.7999649,186.2803782,161.6538217,140.9410976,257.2948794,239.4627358,111.996344,7.047083409,3.007161576,13.63962014,8.833288903,2.736987168,17.08570978,12.01466301,6.026430186,21.47782499,3.173721969,1.905772208,3.76132321,0.406391057,0.292594015,0.242604724,2.8,3.893584467,38.41366684,28.94534151,25.80661018,93.54289761,52.54941604,138.9479799,36.64289761,22.88987337,26.72101893,3.898566225,6.890530377,22.38627285,15.61257288,38.46002954,21.46317259,12.03643338,40.73813345,13.2004637,21.57677245,3937.876465,1521.63501,6953.540039,3.200225353,3.226534843,0.45454815,2.918759823,3,0.470469892,-1.042596324,13.16735926,-0.571465993,11.04801838,1.413580477,295.43806,-0.333081391,3.780765216,0.826473422,3.431214543,0.794001531,26.06741886,-89.53586744,502.3762899,259.4229121,0.856352546,0.169515931,0.230520055,1.85465991,0.8199,0.9246,0.546,0.7489,0.3357
1100.04,534,1398.949076,0.808028519,0.878078865,0.176327659,31.98692849,26.0750823,19.42809395,0.96,0.195959179,0.570680799,0.593333333,0.181439449,61.86022476,40.09869499,58.23493043,23.10117006,18.16623639,13.37296402,0.351220249,0.47750514,0.778445376,170.225808,100.9116882,181.8021254,0.850932179,0.901886792,0.13406002,205.572402,197.2590164,114.3103081,205.5839217,167.2820976,154.3647986,316.9332499,298.5600482,144.8220079,8.867235373,3.890222174,13.93571264,7.103023163,3.36376859,9.021515104,12.11036702,5.45722872,16.06274053,2.23222027,1.508112408,1.876862928,0.468509002,0.422854443,0.250524308,1.76,1.393700111,37.72913992,36.80790143,21.50237558,69.62380659,40.09869499,79.53080395,35.68380659,31.65582245,20.9594649,5.686453989,13.45870131,23.9407826,29.51954972,39.50342227,23.83867446,33.77687905,41.20726302,9.731735181,19.01589558,4875.24707,1889.172363,6900.791504,3.647135735,3.426894903,0.995465219,3.286698103,3.196899891,0.858141541,-0.514270776,7.465635246,-1.062611412,4.054004124,1.393617444,72.17065907,0.068329825,2.750178731,0.605695319,2.092385751,0.371535784,11.94156118,70.76483674,526.5221466,449.4148931,0.52100498,0.123522278,0.153383232,1.87881356,0.8199,0.9246,0.546,0.7489,0.3357
1599.266667,1164,1446.255601,0.91153315,0.960982852,0.122325755,40.54905831,38.49741329,19.79958162,0.8,0.748331477,0.377301179,0.347886348,0.169352381,96.80304689,89.18253071,63.50659084,26.37832539,21.31406782,14.86305871,0.66126545,0.670771611,0.459274223,248.1589512,202.4091629,170.1491152,0.743597147,0.734237829,0.153653636,175.0678427,114.7333333,144.390426,353.0289014,391.1418976,121.9794195,428.001807,451.9676481,88.43179208,18.03659177,3.389970403,26.6885353,18.69988189,15.55046063,11.87929414,28.7777623,16.37726008,26.46205147,3.274897513,2.928494043,1.55755466,0.27656527,0.190246712,0.208057362,2.466666667,2.362672686,57.37702576,41.33333333,34.71843745,111.2839041,89.18253071,79.03716814,50.8172374,32,35.78625855,11.85743479,21.14316492,26.8949559,33.01875551,29.30252286,30.75117194,33.1531771,25.59482562,15.15619174,21.9344331,6785.803223,3621.80957,7296.397949,3.56868434,3.621817112,0.923407614,3.265013218,3.196899891,0.919350266,-0.988191521,0.250891828,-1.485663905,-1.094696637,3.183719719,1.261307437,0.785357204,1.419389752,-0.27352215,0.31449634,0.691600304,2.113575217,-38.1497904,567.5939544,348.5985194,0.789174657,0.103045533,0.15760359,1.869825403,0.8199,0.9246,0.546,0.7489,0.3357
1178.576923,598,1561.420807,0.8465524,0.886683791,0.129715263,33.17429425,27.59203853,20.00192356,0.846153846,0.360801212,0.531094975,0.53535014,0.20806667,69.17845784,42.49198186,64.78326405,23.41887255,19.01601751,13.84689052,-0.227349241,-0.564103344,0.85065198,200.0386834,104.8111832,227.3044532,0.819847261,0.906588881,0.152680645,202.5527393,191.3231092,141.9774005,170.7273707,152.0499145,118.3078098,305.6487982,315.096124,104.4441456,9.253124694,3.13640962,19.03595042,6.562823985,3.041347127,9.098176931,12.94308246,6.05080733,20.15717797,2.873218729,1.533941414,2.698015691,0.417485069,0.425483564,0.223919602,2.153846154,2.428869754,40.87729387,36.18615234,25.90475181,85.61703746,42.49198186,103.0052157,38.84780669,32.00617852,26.91774255,6.827825119,12.44196668,-0.316789166,5.243454785,42.9140085,3.334908099,5.342167956,46.44903493,11.72402295,21.52830955,4727.506836,2227.911133,6931.421387,3.436980247,3.448281288,0.918376803,3.106201649,3.196899891,0.869812667,-1.54331763,10.26563347,0.294040178,3.936809822,2.468288934,120.8817021,0.039117004,3.297704516,0.989826107,2.151946339,0.981285862,15.50572812,-38.79571978,612.552941,327.6449818,0.844925282,0.119210734,0.214256747,1.862502194,0.8199,0.9246,0.546,0.7489,0.3357
1077.677419,747,1135.702408,0.874294364,0.913094717,0.13768297,33.25171372,30.84007036,16.32375698,1,0,0.51529498,0.504820937,0.202213081,71.38694008,52.90848016,52.99953085,22.97477127,19.0156609,15.45327918,-0.054255739,-0.414417742,1.049700584,176.5165793,129.8406204,139.8999982,0.818747314,0.858345021,0.154630699,212.4907026,161.1467803,147.4953027,284.0583778,301.1070076,139.5508288,371.5737292,360.6189312,170.3047933,8.479914025,3.047922653,13.41014307,9.892278071,4.47605364,12.28011349,13.381126,5.811112935,17.92608989,2.50168232,1.804311459,1.592226646,0.361699896,0.319528676,0.224895081,1.64516129,1.179075283,46.11624014,47.63006902,23.1686829,72.82591756,54,57.25606621,41.95494982,37.3975244,25.66299,8.593360983,16.86470376,-14.05613124,-16.88889123,49.66091448,-14.88813866,-33.15754532,52.67095819,13.22505998,23.81418334,4613.109375,2988.145996,6480.963379,3.617171288,3.704208374,1.017677903,3.340135336,3.596899986,0.937493443,-1.013100529,3.352478302,-1.239722392,2.72993251,2.563284292,18.69164228,0.482002929,2.165913303,-0.15562542,1.936835057,0.256546095,8.442510475,41.97916974,590.4826028,397.0825368,0.740123302,0.140244824,0.188649839,1.864357957,0.8199,0.9246,0.546,0.7489,0.3357
1404.571429,725.5,1537.292086,0.808470979,0.845733068,0.149954466,36.5974696,30.38441668,21.18917424,0.928571429,0.257539377,0.578637457,0.605551889,0.173288061,64.99636187,46.14284192,49.51766559,29.08308771,22.56268928,20.51130813,0.175542057,0.441231398,0.791600946,196.8930632,117.3259018,183.8414696,0.835521777,0.928398896,0.151669791,199.5343545,164.1739529,119.6134563,357.9079611,371.4065286,71.01345853,419.0752887,435.4190985,107.8807668,16.0645705,9.322899715,25.32120521,24.96090027,13.8396308,27.01096583,30.46252011,16.56138053,36.38554032,2.342247507,1.492636262,1.720441635,0.470488788,0.460721269,0.227684827,2.785714286,3.211109542,34.7244719,31.66235583,16.80336578,84.28256559,46.14284192,86.78943056,32.88970845,31.23488548,18.1745009,5.095888243,9.133992982,16.68183471,20.47820711,41.98018369,16.390038,22.13034533,43.13366212,12.37936753,20.67326854,6786.497559,3021.143066,8195.84082,4.010749817,4.427787781,1.143372178,3.641749859,4.098449707,1.025547981,-0.964261851,6.536631147,-1.142158486,0.595592433,2.234326925,43.0822771,0.250920677,2.744991416,-0.456758074,1.383052929,0.271589124,9.447813281,15.07400779,500.9515475,201.8488704,0.915230392,0.161487419,0.262204147,1.885242887,0.8199,0.9246,0.546,0.7489,0.3357
1183.4,1055,645.9369216,0.836521047,0.914672466,0.200927954,37.4026383,36.65061691,10.38240461,1,0,0.502911578,0.479985036,0.146155884,69.75794833,70.94400995,28.80223703,27.55377581,22.80682683,8.896880081,0.305049169,0.653987624,0.960486238,188.2488888,193.0954544,85.88486781,0.785626169,0.787539936,0.120466419,210.4789834,197.8615085,129.2428474,250.3642093,276.1042818,164.8917336,356.6298421,369.416724,153.9213853,15.93248455,12.60486733,15.95280586,16.29299382,13.77184384,15.03923718,24.59499405,19.52955858,19.87618297,2.447690917,2.323772459,1.01627684,0.379449193,0.276087165,0.232465139,1.8,1.423610434,54.19702737,37.0262384,27.48018694,78.11702737,82,39.07460532,54.05036071,37.0262384,27.62583189,4.483594246,7.63779426,16.98715328,22.41779504,47.11730574,16.01940853,25.19844438,50.49949116,10.84701578,21.2644079,4938.564453,4261.046875,3139.195801,4.014417171,3.984000444,0.561787307,3.70418644,3.596899986,0.578287661,-0.469223081,1.340044554,-1.459553806,3.189273901,2.350467613,11.96718742,0.634235849,1.470794232,-0.049298918,1.742653012,0.404685496,5.200075192,-74.56134369,540.7822789,502.8918292,0.367726462,0.068381435,0.085542041,1.869748114,0.8199,0.9246,0.546,0.7489,0.3357
1089.28,794,1267.058468,0.847544677,0.944301264,0.162937294,32.85404727,31.7954745,17.53641781,0.88,0.324961536,0.544254337,0.472027972,0.199193303,74.14058147,50.64886124,63.40572591,23.57225498,18.40361461,18.42062275,0.335964407,0.279318809,0.667734985,185.8014429,131.9827561,179.5996685,0.813019314,0.851520572,0.170743268,269.6861022,283.7180851,137.7920081,234.0956696,278.5846672,138.3706174,387.9795497,369.9814335,123.029714,9.737197415,6.592942127,12.16226272,9.464554935,5.159444771,12.87073637,14.35691085,8.399525577,17.08351292,2.630781959,2.008113615,2.002325262,0.388107625,0.258742813,0.272653357,1.68,1.953867959,55.84922167,46.41371918,38.81478954,83.51422167,50.64886124,83.46271684,54.77422167,46.41371918,39.43152246,4.452266691,12.55345356,21.98658819,13.08012686,34.8599157,22.20960843,13.08012686,34.67054037,5.360650581,14.80871377,4160.678223,2657.068359,5292.138672,3.437042236,3.630218029,0.65885967,3.214511633,3.196899891,0.642334878,-0.924713711,12.08669629,-1.195280619,7.0185992,2.283791206,195.348962,-0.133964751,3.35161482,-0.153556262,2.540971364,0.04152608,17.68985738,15.62274858,540.1739336,501.4076531,0.371997559,0.106360043,0.13142096,1.865226614,0.8199,0.9246,0.546,0.7489,0.3357
910.84375,510,1181.879385,0.839934676,0.878791302,0.15572737,29.5102432,25.48234038,16.99611214,1,0,0.55346485,0.553736413,0.199544372,63.06601926,38.62361623,64.77665895,22.87621568,16.76479035,17.67603361,0.061310151,0.493122721,1.037306723,160.4674388,95.08326112,169.7041408,0.81571321,0.889869422,0.176615533,181.1971208,98.8687148,161.5652709,273.5752146,300.3233012,142.6284178,351.2540592,377.8956323,175.3356291,6.969396507,1.880330737,13.6168953,8.676344264,3.95455793,14.69480703,11.8514512,4.208613188,19.61508942,2.40297212,1.62048489,1.984900469,0.416873813,0.397916113,0.235892957,1.4375,1.087930949,43.62943417,33.23857059,29.02584399,64.04193417,38.62361623,70.90642528,41.85443417,33.04884612,28.78123206,5.178440215,14.46278294,15.03587684,31.82641399,54.10903564,17.08212975,32.75995905,54.28242689,7.773113398,18.66714968,3614.776611,1629.739746,5569.63623,3.295788288,3.282395363,0.926491618,2.973546743,3,0.859265149,-0.938746521,12.47762134,-1.086623868,14.80331282,2.061996463,374.8291048,0.778972587,3.420567745,-0.303552711,3.755050167,0.69894254,25.80068545,33.67390901,551.0540192,506.3406989,0.394587074,0.112060746,0.140012682,1.854591191,0.8199,0.9246,0.546,0.7489,0.3357
2014,1211,2710.266736,0.910954195,0.944500562,0.088470271,43.89857591,39.26694652,25.24320653,0.777777778,0.41573971,0.43300083,0.448095238,0.198490132,113.3081425,72.44272465,113.4750637,28.10806672,21.66655047,12.42439298,-0.609563061,-0.901276775,0.698109107,305.8423439,174.9533188,344.6309306,0.757884921,0.77672956,0.163091462,357.0607596,352.7172702,90.50874577,291.5495361,364.0507033,180.3894085,489.0073179,537.5723723,118.7330319,42.25006436,23.11386958,59.87792549,35.90425662,11.7599029,57.52602504,57.16266329,23.24626109,81.8609982,3.873962809,2.621208668,3.580365356,0.295376513,0.275433559,0.187105361,3,3.972125096,49.8841239,47.5,18.44706837,130.4872985,73,153.0605122,43.20952072,34,22.66614,14.74190504,18.86919394,-37.1825185,-53.83243207,36.20194606,-39.86011916,-53.83243207,33.40560745,15.87908254,21.12069187,9248.816406,4757.112305,14502.97559,3.956696033,3.995589733,0.900927186,3.576744556,3.596899986,0.689415336,-0.959724093,3.547328455,-1.469740188,2.972292399,3.081206556,21.41806127,-0.51105266,2.272129396,-0.576655079,2.106186431,0.593705902,9.598593276,-77.13344855,539.7467855,326.7753565,0.795903547,0.112472077,0.133499293,1.875887689,0.8199,0.9246,0.546,0.7489,0.3357
2057.285714,1162,2754.304097,0.917212591,0.968602248,0.133281006,43.66803703,38.46432569,26.69307154,0.714285714,0.699854212,0.475917524,0.421129861,0.172036657,125.735574,102.3131242,116.6364225,22.88311616,21.24445556,11.83048602,-0.098936348,0.011958256,1.133960224,336.4525354,211.2792206,387.4616208,0.774037719,0.770046388,0.149456073,144.2002473,137.1583477,74.25963221,220.2495439,267.2719836,132.3146652,281.2483659,286.1359879,114.9982315,27.4303471,5.171307548,46.52625781,39.3857371,10.68474411,66.46709449,49.39039947,20.04139369,80.29206676,4.796935102,3.171357697,4.414514134,0.261925712,0.174084169,0.238795475,3.857142857,5.436085026,54.03410355,36.17647059,32.43887958,155.580322,102.3131242,190.0355135,52.43746489,36,33.60977069,9.486444422,12.06990729,10.44127259,5.971710028,45.75363775,14.90875375,45,52.9849394,23.91444056,28.94559804,8456.420898,3981.448486,12105.03711,3.704245806,3.976661682,0.578659773,3.369657278,3.596899986,0.636238217,-1.287318961,1.918964704,-1.353368106,2.018007562,3.488795337,7.754780053,0.131946117,1.936835839,-0.475143297,1.974347372,0.243170931,7.649380613,76.50773834,496.7703864,253.5786998,0.85990474,0.11090489,0.155875222,1.881310407,0.8199,0.9246,0.546,0.7489,0.3357
1486.736842,680,1619.354805,0.848021261,0.876451771,0.12394753,38.1337932,29.42452872,20.94721834,0.894736842,0.446593757,0.54358856,0.548135593,0.146923585,73.72639052,64.87161691,57.71773794,30.10749712,20.83057571,20.76561949,0.067000338,-0.011916372,0.694335454,235.1952721,135.5391052,231.0182148,0.803491519,0.843505477,0.15602055,271.2858735,301.0423205,143.8735705,233.5493459,215.0570613,169.6122522,380.8438161,409.190846,180.4639308,14.4048745,7.681287171,19.52336265,14.85606992,3.558092608,22.57104789,21.98291115,9.84976775,28.90620577,3.086039927,2.354180771,2.607655081,0.393954668,0.358305434,0.207395319,2.526315789,2.520827372,41.36113181,37.35339347,19.18790055,99.7270466,65.05133341,104.5852231,39.64809923,34,20.50839105,7.5467151,11.21628803,7.231889303,3.466014899,36.73916727,4.986910966,3.466014899,38.41850215,10.73048897,15.64146155,6126.589844,2679.887207,6922.69873,3.697049618,3.727040291,0.757468998,3.472215652,3.596899986,0.733416498,-1.085449918,7.348236759,-1.385812753,2.954768482,3.098678511,62.72724025,-0.406207181,2.676651762,0.205972143,1.99676583,0.207428797,11.15153844,55.06424463,595.5020355,517.4761003,0.494856817,0.109033222,0.120726719,1.877298765,0.8199,0.9246,0.546,0.7489,0.3357
972.3461538,680.5,938.1875301,0.877822047,0.911250433,0.10023831,32.01073932,29.43167061,14.60623642,0.961538462,0.192307692,0.522635254,0.514384795,0.164357786,64.97932473,55.03775535,56.90355705,24.12144977,19.07147953,14.67189953,-0.014521368,-0.193859764,0.839744806,167.6256354,142.3380951,136.386406,0.807718811,0.851693489,0.159089177,199.0745875,192.3135064,132.8664128,306.3736459,351.0042878,149.8428901,393.4485611,436.7413054,137.1134838,8.810284708,4.187828804,13.05937793,11.62176368,7.383509355,14.16854095,15.51883308,10.51592142,18.52423365,2.425134133,2.026314822,1.585984928,0.366110004,0.338178908,0.174820073,1.846153846,1.321197234,47.1919562,30.72093712,51.37774233,72.6470844,59.28549905,63.10167984,45.03169979,29.77902185,51.84082109,5.256545938,10.53464606,6.083358524,2.041767155,39.59524247,4.540258474,0.574474293,40.54363523,15.36831175,22.34337742,3776.770508,2564.155273,3935.686523,3.502181053,3.652063847,0.835715234,3.252177,3.396899939,0.793020606,-0.656183416,4.123124619,-1.093720656,8.65010963,1.626801548,91.82455323,0.491669416,2.307462508,-0.440039303,2.832768625,0.435373403,13.34896131,-84.77309846,523.0439455,493.2389368,0.332746696,0.097197232,0.13013265,1.859172099,0.8199,0.9246,0.546,0.7489,0.3357
1162.833333,1149.5,759.4371637,0.884773048,0.934675325,0.134370988,36.26240615,38.23987922,12.86869396,1,0,0.410077151,0.329486191,0.177980553,82.42264138,88.53203866,37.72736735,28.74450198,32.37465086,14.92655102,-0.039779246,0.333794375,1.14875193,210.490464,229.6518036,107.0167757,0.698211456,0.6575699,0.179751975,82.91923734,72.25698211,56.17536717,240.8617178,260.4541706,114.948546,260.6377415,271.3935011,115.4416512,6.66831494,5.167693851,5.26184248,18.69135493,15.03662032,13.90984328,20.56304888,17.20621836,13.86235623,3.141384376,3.339500348,1.194304551,0.283315504,0.183181773,0.224504795,2.166666667,1.518405597,51.18528837,38.7,27.15646515,92.04084392,93.04799536,50.72777041,48.45751059,37.5,29.30773462,9.299711103,11.71079762,10.70273091,26.00656859,54.510685,15.88344834,32.2572173,56.11039407,16.04115165,21.60643088,4337.583496,3680.039063,3438.199463,3.393572569,3.312239408,0.679102123,3.082041502,3,0.613093138,-0.793403295,-0.221324216,-1.270221368,-0.824170948,2.242951113,0.72824216,0.656576683,0.889422464,-0.259035388,0.693565167,0.498192273,1.272104961,82.65280759,452.9391618,189.0219651,0.90875819,0.155324028,0.217827037,1.865903303,0.8199,0.9246,0.546,0.7489,0.3357
1159.590909,699,1346.960742,0.829452627,0.867369331,0.130427897,33.2951242,29.82590169,19.1799819,0.954545455,0.208298895,0.561007937,0.610416667,0.177042078,62.95732157,49.98241312,49.41047491,25.1721238,19.88746012,17.39918023,-0.248257913,-0.289532053,0.723217453,176.2385084,131.1248917,165.0920529,0.838677366,0.913175479,0.155560015,323.3627534,332.1921177,90.98081324,206.4210191,200.4762664,126.7873185,405.3299634,399.5785747,85.04857838,14.59230956,8.290560934,18.19620961,8.599841067,3.526851162,9.850279199,17.55220176,8.946260369,20.17282881,2.331338499,1.703129035,1.694882052,0.436525812,0.386940513,0.221357902,2.181818182,2.328408814,41.47904948,35.86666667,30.09161666,74.23965554,49.98241312,75.80569313,40.01238282,29.20696246,30.8053665,3.568026118,7.510514362,-7.802659561,-6.907658417,37.82396926,-7.34913575,-8.438768611,39.01280036,10.54443846,20.0359977,5318.635742,2406.359131,7179.108398,3.686674356,3.313269854,1.204905987,3.352713585,3.098449945,1.107645154,-1.293790718,3.001977779,-0.898961847,0.551046366,2.482026825,9.315522684,0.042648225,2.00292862,0.264120127,1.366442513,0.071578312,5.878888198,-78.96380923,448.7455292,373.4148885,0.554579712,0.155148087,0.196309435,1.874426006,0.8199,0.9246,0.546,0.7489,0.3357
1379.916667,1237,932.970655,0.86263589,0.923809411,0.161513712,39.2918008,39.09533619,14.59859096,1,0,0.515580446,0.446679035,0.187373028,84.64223573,69.58924446,51.39191703,29.8734637,21.66837076,14.57869311,-0.126392422,-0.21944909,1.022542623,215.794781,183.2964646,129.1223434,0.778728361,0.851916376,0.183169275,180.234047,100.612825,153.5422445,240.1443329,268.645353,110.6473246,322.8917155,321.5093281,147.3519722,10.58776697,10.74699559,6.754045972,16.6100006,12.70586992,12.77922219,21.1391785,17.23311393,12.24964157,2.740545964,2.345606041,1.49318486,0.3525839,0.265959988,0.239217381,1.833333333,1.280190958,57.52200117,45.3407371,43.45169683,89.99977894,74.37700523,55.65679882,49.83311228,31.86038285,47.59166999,13.5743808,20.64489625,13.75205343,18.692214,46.0465621,11.91778788,27.84569356,52.31708693,15.83795705,24.61096212,5770.082031,5304.779297,4286.750488,3.988685846,4.070122719,0.534644723,3.698191643,3.798449993,0.479210049,-0.498340625,-1.420319106,-0.675792909,0.732916136,0.705039435,2.554472425,1.071329784,0.14771962,-0.046725436,1.413209079,1.149930773,2.018980988,40.84644754,479.3156144,419.0472397,0.485455087,0.067717662,0.11326033,1.876467035,0.8199,0.9246,0.546,0.7489,0.3357
1991.5,665.5,2701.546663,0.822798708,0.831177272,0.121854352,40.54216838,29.08093661,29.86618717,0.75,0.559016994,0.555521223,0.50185387,0.182781352,75.38910382,48.40502708,76.47465656,35.49023392,19.99693509,32.90689441,-0.252858656,-0.485281469,0.877161621,272.9115799,117.1040764,335.649366,0.824406289,0.895598319,0.173154515,378.9110498,381.388829,82.13590743,264.8365342,280.902869,118.5207216,476.4972018,486.3451523,86.34731571,24.23657772,7.322558373,32.79452435,15.42783,5.577218805,27.48029789,29.88523735,9.181245958,41.98749607,3.153580696,1.763965866,3.234893225,0.440435693,0.353414111,0.198156683,3.625,4.960783708,38.59784854,33.41274738,22.63116509,123.6471079,48.40502708,165.1493285,36.52210788,29.88249492,23.44501263,7.121089908,14.76875276,-15.34824772,-17.71030161,41.98780451,-15.85319952,-21.42582038,42.35475428,13.02604918,20.44911957,9585.234375,2389.609619,13705.43262,3.847543955,4.047243118,1.207921863,3.554990768,3.798449993,1.135696173,-0.48787833,0.481422364,-1.277241574,4.132765651,1.869371302,17.31151942,-0.534237497,1.460146848,-0.077859103,2.3784288,0.291471743,7.788952376,-76.70915443,503.9552141,288.5897904,0.819800188,0.204446441,0.292722362,1.893688015,0.8199,0.9246,0.546,0.7489,0.3357
1017.941176,649,1136.175187,0.81659009,0.855305423,0.196278225,31.62788431,28.7459991,17.19767118,0.941176471,0.235294118,0.589176003,0.641304348,0.181707359,58.67814738,46.77938414,39.04300585,24.9655734,16.7924002,19.97426663,0.142371441,0.164268467,1.012959878,166.6929419,121.3553391,151.2147011,0.848509776,0.919753086,0.149884674,226.9530356,289.370229,175.0870232,349.8954776,379.6514995,137.0491835,430.5686493,507.5614473,194.8925556,11.06219216,4.381103727,20.34841546,16.87588422,8.187749205,19.53945951,20.90463255,10.90096256,27.67692886,2.33778393,1.925028249,1.596973587,0.418099345,0.306639384,0.237371448,1.941176471,1.984367976,41.80982063,33.85288092,25.00447681,71.75589906,50.4142482,67.00710634,40.43236965,33.85288092,25.83851685,3.766302501,7.676624912,10.94613935,0,50.01826719,11.97232573,0,49.42677118,11.01346125,20.01119918,4189.832031,2421.809326,5211.173828,3.475801945,3.458292723,0.952218413,3.239535093,3,0.91562748,-1.626388234,9.658903736,-0.919549202,5.784920151,3.490709424,126.7597225,-0.108870357,3.258461799,-0.665335439,2.479434302,0.454524001,16.76516775,38.83158004,628.978293,295.5458529,0.882729005,0.069378739,0.12755779,1.876086464,0.8199,0.9246,0.546,0.7489,0.3357
